ticker,report_date,realized_return_5d,simulated_return_hold,benchmark_return_hold,champion_score,champion_selected,alpha_v1_regime_tilt_score,alpha_v1_regime_tilt_selected,alpha_v1_quality_heavy_score,alpha_v1_quality_heavy_selected
AVGO,2025-12-11,0.0300,0.1255,-0.0168,-0.0051,false,-0.0285,false,-0.0124,false
BBY,2025-08-04,0.0358,0.1510,0.0110,0.0954,false,0.0378,false,0.1165,false
BBY,2025-11-04,-0.0213,-0.0825,-0.0228,0.0954,false,0.0378,false,0.1165,false
BBY,2026-02-04,-0.0207,-0.0804,0.0035,0.0954,false,0.0378,false,0.1165,false
BKR,2025-05-05,0.0301,0.1260,0.0726,0.0824,false,0.0832,false,0.0485,false
BKR,2025-08-04,-0.0188,-0.0733,0.0110,0.0824,false,0.0832,false,0.0485,false
BKR,2025-11-04,0.0648,0.2856,-0.0228,0.0824,false,0.0832,false,0.0485,false
BKR,2026-02-04,0.0352,0.1482,0.0035,0.0824,false,0.0832,false,0.0485,false
BSX,2025-05-05,-0.0131,-0.0515,0.0726,0.0445,false,0.0454,false,0.0122,false
BSX,2025-08-04,-0.0378,-0.1430,0.0110,0.0445,false,0.0454,false,0.0122,false
BSX,2025-11-04,0.0370,0.1566,-0.0228,0.0445,false,0.0454,false,0.0122,false
BSX,2026-02-04,-0.0269,-0.1033,0.0035,0.0445,false,0.0454,false,0.0122,false
CBOE,2025-05-05,-0.0455,-0.1701,0.0726,0.1987,false,0.2096,false,0.1951,false
CBOE,2025-08-04,0.0094,0.0383,0.0110,0.1987,false,0.2096,false,0.1951,false
CBOE,2025-11-04,0.0359,0.1516,-0.0228,0.1987,false,0.2096,false,0.1951,false
CBOE,2026-02-04,-0.0094,-0.0372,0.0035,0.1987,false,0.2096,false,0.1951,false
CL,2025-05-05,-0.0176,-0.0687,0.0726,0.1142,false,0.0700,false,0.1437,false
CL,2025-08-04,0.0131,0.0533,0.0110,0.1142,false,0.0700,false,0.1437,false
CL,2025-11-04,0.0381,0.1615,-0.0228,0.1142,false,0.0700,false,0.1437,false
CL,2026-02-04,0.0100,0.0404,0.0035,0.1142,false,0.0700,false,0.1437,false
CMI,2025-05-05,0.0936,0.4302,0.0726,0.0814,false,0.0420,false,0.0785,false
CMI,2025-08-04,0.0739,0.3300,0.0110,0.0814,false,0.0420,false,0.0785,false
CMI,2025-11-04,0.1103,0.5195,-0.0228,0.0814,false,0.0420,false,0.0785,false
CMI,2026-02-04,-0.0111,-0.0437,0.0035,0.0814,false,0.0420,false,0.0785,false
COR,2025-05-05,-0.0465,-0.1736,0.0726,0.1226,false,0.0646,false,0.1580,false
COR,2025-08-04,-0.0100,-0.0395,0.0110,0.1226,false,0.0646,false,0.1580,false
COR,2025-11-04,0.0596,0.2608,-0.0228,0.1226,false,0.0646,false,0.1580,false
COR,2026-02-04,0.1083,0.5087,0.0035,0.1226,false,0.0646,false,0.1580,false
COST,2025-08-04,0.0349,0.1472,0.0110,0.1037,false,0.0793,false,0.1044,false
COST,2025-11-04,-0.0286,-0.1095,-0.0228,0.1037,false,0.0793,false,0.1044,false
COST,2026-02-04,-0.0002,-0.0009,0.0035,0.1037,false,0.0793,false,0.1044,false
CRM,2025-08-04,-0.0778,-0.2768,0.0110,0.0903,false,0.0719,false,0.1018,false
CRM,2025-11-04,-0.0391,-0.1473,-0.0228,0.0903,false,0.0719,false,0.1018,false
CRM,2026-02-04,-0.0724,-0.2596,0.0035,0.0903,false,0.0719,false,0.1018,false
CTVA,2025-05-05,0.0889,0.4060,0.0726,0.1474,false,0.0994,false,0.1516,false
CTVA,2025-08-04,0.0075,0.0304,0.0110,0.1474,false,0.0994,false,0.1516,false
CTVA,2025-11-04,0.0515,0.2226,-0.0228,0.1474,false,0.0994,false,0.1516,false
CTVA,2026-02-04,0.0027,0.0107,0.0035,0.1474,false,0.0994,false,0.1516,false
DASH,2025-05-05,-0.0648,-0.2349,0.0726,0.1323,false,0.1294,false,0.0828,false
DASH,2025-08-04,-0.0075,-0.0296,0.0110,0.1323,false,0.1294,false,0.0828,false
DASH,2025-11-04,-0.1638,-0.5111,-0.0228,0.1323,false,0.1294,false,0.0828,false
DASH,2026-02-04,-0.1040,-0.3554,0.0035,0.1323,false,0.1294,false,0.0828,false
DECK,2025-05-05,0.0655,0.2889,0.0726,0.4396,false,0.3978,false,0.4904,false
DECK,2025-08-04,-0.0443,-0.1659,0.0110,0.4396,false,0.3978,false,0.4904,false
DECK,2025-11-04,0.0399,0.1692,-0.0228,0.4396,false,0.3978,false,0.4904,false
DECK,2026-02-04,0.0277,0.1155,0.0035,0.4396,false,0.3978,false,0.4904,false
DELL,2025-08-04,0.0621,0.2726,0.0110,0.0201,false,-0.0397,false,-0.0044,false
DELL,2025-11-04,-0.1027,-0.3517,-0.0228,0.0201,false,-0.0397,false,-0.0044,false
DELL,2026-02-04,0.0174,0.0713,0.0035,0.0201,false,-0.0397,false,-0.0044,false
DG,2025-08-04,0.0325,0.1367,0.0110,-0.1215,false,-0.1877,false,-0.1579,false
DG,2025-11-04,0.0431,0.1839,-0.0228,-0.1215,false,-0.1877,false,-0.1579,false
DG,2026-02-04,-0.0140,-0.0548,0.0035,-0.1215,false,-0.1877,false,-0.1579,false
DHI,2025-05-05,0.0037,0.0150,0.0726,0.0774,false,0.0288,false,0.0755,false
DHI,2025-08-04,0.0136,0.0555,0.0110,0.0774,false,0.0288,false,0.0755,false
DHI,2025-11-04,0.0096,0.0390,-0.0228,0.0774,false,0.0288,false,0.0755,false
DHI,2026-02-04,0.0385,0.1633,0.0035,0.0774,false,0.0288,false,0.0755,false
DIS,2025-05-05,0.1995,1.0704,0.0726,0.1598,false,0.1559,false,0.1205,false
DIS,2025-08-04,-0.0570,-0.2092,0.0110,0.1598,false,0.1559,false,0.1205,false
DIS,2025-11-04,0.0303,0.1269,-0.0228,0.1598,false,0.1559,false,0.1205,false
DIS,2026-02-04,0.0100,0.0406,0.0035,0.1598,false,0.1559,false,0.1205,false
DXCM,2025-05-05,0.0595,0.2603,0.0726,0.1070,false,0.0785,false,0.1187,false
DXCM,2025-08-04,0.0210,0.0866,0.0110,0.1070,false,0.0785,false,0.1187,false
DXCM,2025-11-04,-0.0499,-0.1850,-0.0228,0.1070,false,0.0785,false,0.1187,false
DXCM,2026-02-04,-0.0377,-0.1425,0.0035,0.1070,false,0.0785,false,0.1187,false
EFX,2025-05-05,0.0534,0.2315,0.0726,-0.0066,false,-0.0570,false,-0.0332,false
EFX,2025-08-04,-0.0148,-0.0581,0.0110,-0.0066,false,-0.0570,false,-0.0332,false
EFX,2025-11-04,0.0201,0.0829,-0.0228,-0.0066,false,-0.0570,false,-0.0332,false
EFX,2026-02-04,0.0915,0.4192,0.0035,-0.0066,false,-0.0570,false,-0.0332,false
EME,2025-05-05,0.0489,0.2104,0.0726,0.2557,false,0.2310,false,0.2693,false
EME,2025-08-04,-0.0231,-0.0892,0.0110,0.2557,false,0.2310,false,0.2693,false
EME,2025-11-04,-0.0209,-0.0809,-0.0228,0.2557,false,0.2310,false,0.2693,false
EME,2026-02-04,0.1410,0.6947,0.0035,0.2557,false,0.2310,false,0.2693,false
EPAM,2025-05-05,0.1727,0.8912,0.0726,0.1871,false,0.1312,false,0.2339,false
EPAM,2025-08-04,-0.0098,-0.0386,0.0110,0.1871,false,0.1312,false,0.2339,false
EPAM,2025-11-04,0.1370,0.6713,-0.0228,0.1871,false,0.1312,false,0.2339,false
EPAM,2026-02-04,-0.0367,-0.1391,0.0035,0.1871,false,0.1312,false,0.2339,false
EXPE,2025-05-05,0.0098,0.0400,0.0726,0.0956,false,0.0269,false,0.1241,false
EXPE,2025-08-04,0.0413,0.1757,0.0110,0.0956,false,0.0269,false,0.1241,false
EXPE,2025-11-04,0.2507,1.2000,-0.0228,0.0956,false,0.0269,false,0.1241,false
EXPE,2026-02-04,-0.0122,-0.0478,0.0035,0.0956,false,0.0269,false,0.1241,false
FFIV,2025-05-05,0.0493,0.2121,0.0726,0.2937,false,0.3435,false,0.2663,false
FFIV,2025-08-04,-0.0090,-0.0355,0.0110,0.2937,false,0.3435,false,0.2663,false
FFIV,2025-11-04,-0.0119,-0.0467,-0.0228,0.2937,false,0.3435,false,0.2663,false
FFIV,2026-02-04,0.0224,0.0925,0.0035,0.2937,false,0.3435,false,0.2663,false
FIX,2023-02-21,0.0300,0.1255,-0.0114,0.5907,true,0.6579,true,0.5413,true
FIX,2023-05-02,0.0400,0.1699,0.0572,0.5907,true,0.6579,true,0.5413,true
FIX,2023-08-01,0.0200,0.0824,-0.0493,0.5907,true,0.6579,true,0.5413,true
FIX,2023-10-31,0.0300,0.1255,0.1136,0.5907,true,0.6579,true,0.5413,true
FIX,2024-02-20,0.0300,0.1255,0.0236,0.5907,true,0.6579,true,0.5413,true
FIX,2024-04-30,0.0200,0.0824,0.0714,0.5907,true,0.6579,true,0.5413,true
FIX,2024-07-30,0.0000,0.0000,0.0519,0.5907,true,0.6579,true,0.5413,true
FIX,2024-10-29,0.0100,0.0406,-0.0003,0.5907,true,0.6579,true,0.5413,true
FIX,2025-02-18,0.0200,0.0824,-0.1236,0.5907,true,0.6579,true,0.5413,true
FIX,2025-04-29,0.0100,0.0406,0.0977,0.5907,true,0.6579,true,0.5413,true
FIX,2025-07-29,-0.0100,-0.0394,0.0174,0.5907,true,0.6579,true,0.5413,true
FIX,2025-10-28,0.0100,0.0406,-0.0462,0.5907,true,0.6579,true,0.5413,true
GRMN,2025-05-05,0.0412,0.1752,0.0726,0.1724,false,0.1480,false,0.1917,false
GRMN,2025-08-04,0.0153,0.0628,0.0110,0.1724,false,0.1480,false,0.1917,false
GRMN,2025-11-04,-0.0282,-0.1081,-0.0228,0.1724,false,0.1480,false,0.1917,false
GRMN,2026-02-04,0.0064,0.0260,0.0035,0.1724,false,0.1480,false,0.1917,false
HAS,2025-05-05,0.0714,0.3178,0.0726,0.0122,false,-0.0569,false,0.0101,false
HAS,2025-08-04,0.0088,0.0358,0.0110,0.0122,false,-0.0569,false,0.0101,false
HAS,2025-11-04,0.0322,0.1354,-0.0228,0.0122,false,-0.0569,false,0.0101,false
HAS,2026-02-04,0.0968,0.4471,0.0035,0.0122,false,-0.0569,false,0.0101,false
HPQ,2025-08-04,0.0216,0.0894,0.0110,-0.0052,false,-0.0555,false,0.0072,false
HPQ,2025-11-04,-0.0466,-0.1739,-0.0228,-0.0052,false,-0.0555,false,0.0072,false
HPQ,2026-02-04,-0.0030,-0.0121,0.0035,-0.0052,false,-0.0555,false,0.0072,false
HWM,2025-05-05,0.0176,0.0724,0.0726,0.0706,false,0.0292,false,0.0795,false
HWM,2025-08-04,-0.0064,-0.0254,0.0110,0.0706,false,0.0292,false,0.0795,false
HWM,2025-11-04,0.0195,0.0804,-0.0228,0.0706,false,0.0292,false,0.0795,false
HWM,2026-02-04,0.1072,0.5030,0.0035,0.0706,false,0.0292,false,0.0795,false
IBKR,2023-01-18,0.0100,0.0406,0.1152,0.2756,false,0.2019,false,0.3275,false
IBKR,2023-04-18,0.0300,0.1255,0.0151,0.2756,false,0.2019,false,0.3275,false
IBKR,2023-07-18,0.0200,0.0824,-0.0273,0.2756,false,0.2019,false,0.3275,false
IBKR,2023-10-17,0.0300,0.1255,0.0027,0.2756,false,0.2019,false,0.3275,false
IBKR,2024-01-16,0.0100,0.0406,0.0462,0.2756,false,0.2019,false,0.3275,false
IBKR,2024-04-16,0.0200,0.0824,0.0212,0.2756,false,0.2019,false,0.3275,false
IBKR,2024-07-16,0.0000,0.0000,-0.1228,0.2756,false,0.2019,false,0.3275,false
IBKR,2024-10-15,0.0100,0.0406,-0.0099,0.2756,false,0.2019,false,0.3275,false
IBKR,2025-01-21,0.0200,0.0824,0.0085,0.2756,false,0.2019,false,0.3275,false
IBKR,2025-04-16,0.0000,0.0000,0.0838,0.2756,false,0.2019,false,0.3275,false
IBKR,2025-07-17,0.0100,0.0406,0.0098,0.2756,false,0.2019,false,0.3275,false
IBKR,2025-10-15,0.0100,0.0406,0.0283,0.2756,false,0.2019,false,0.3275,false
IDXX,2025-05-05,0.0725,0.3233,0.0726,0.1525,false,0.1054,false,0.1884,false
IDXX,2025-08-04,-0.0449,-0.1679,0.0110,0.1525,false,0.1054,false,0.1884,false
IDXX,2025-11-04,-0.0134,-0.0524,-0.0228,0.1525,false,0.1054,false,0.1884,false
IDXX,2026-02-04,0.0090,0.0365,0.0035,0.1525,false,0.1054,false,0.1884,false
INCY,2025-05-05,-0.0203,-0.0787,0.0726,0.3930,false,0.4345,false,0.3948,false
INCY,2025-08-04,0.0147,0.0603,0.0110,0.3930,false,0.4345,false,0.3948,false
INCY,2025-11-04,0.0509,0.2197,-0.0228,0.3930,false,0.4345,false,0.3948,false
INCY,2026-02-04,-0.0366,-0.1387,0.0035,0.3930,false,0.4345,false,0.3948,false
INTU,2025-08-04,-0.1004,-0.3450,0.0110,0.0913,false,0.0590,false,0.1017,false
INTU,2025-11-04,-0.0092,-0.0364,-0.0228,0.0913,false,0.0590,false,0.1017,false
INTU,2026-02-04,-0.1031,-0.3529,0.0035,0.0913,false,0.0590,false,0.1017,false
ISRG,2025-05-05,0.0557,0.2420,0.0726,0.1441,false,0.1219,false,0.1480,false
ISRG,2025-08-04,-0.0238,-0.0919,0.0110,0.1441,false,0.1219,false,0.1480,false
ISRG,2025-11-04,0.0619,0.2715,-0.0228,0.1441,false,0.1219,false,0.1480,false
ISRG,2026-02-04,0.0368,0.1557,0.0035,0.1441,false,0.1219,false,0.1480,false
IVZ,2025-05-05,0.0879,0.4009,0.0726,0.1782,false,0.1807,false,0.1780,false
IVZ,2025-08-04,-0.0262,-0.1007,0.0110,0.1782,false,0.1807,false,0.1780,false
IVZ,2025-11-04,0.0275,0.1148,-0.0228,0.1782,false,0.1807,false,0.1780,false
IVZ,2026-02-04,-0.0149,-0.0583,0.0035,0.1782,false,0.1807,false,0.1780,false
JBHT,2025-05-05,0.1167,0.5549,0.0726,0.1030,false,0.0628,false,0.1067,false
JBHT,2025-08-04,-0.0271,-0.1040,0.0110,0.1030,false,0.0628,false,0.1067,false
JBHT,2025-11-04,-0.0242,-0.0932,-0.0228,0.1030,false,0.0628,false,0.1067,false
JBHT,2026-02-04,0.0115,0.0467,0.0035,0.1030,false,0.0628,false,0.1067,false
JBL,2025-07-05,-0.0217,-0.0840,0.0260,0.1298,false,0.0802,false,0.1540,false
JBL,2025-10-05,-0.0114,-0.0447,0.0335,0.1298,false,0.0802,false,0.1540,false
JBL,2026-01-04,0.0320,0.1341,0.0121,0.1298,false,0.0802,false,0.1540,false
KLAC,2025-05-05,0.0969,0.4477,0.0726,0.2740,false,0.2958,false,0.2562,false
KLAC,2025-08-04,-0.0059,-0.0236,0.0110,0.2740,false,0.2958,false,0.2562,false
KLAC,2025-11-04,-0.0022,-0.0087,-0.0228,0.2740,false,0.2958,false,0.2562,false
KLAC,2026-02-04,0.1318,0.6408,0.0035,0.2740,false,0.2958,false,0.2562,false
LII,2025-05-05,0.0583,0.2543,0.0726,0.2393,false,0.2424,false,0.2425,false
LII,2025-08-04,-0.0302,-0.1153,0.0110,0.2393,false,0.2424,false,0.2425,false
LII,2025-11-04,-0.0097,-0.0382,-0.0228,0.2393,false,0.2424,false,0.2425,false
LII,2026-02-04,0.0430,0.1834,0.0035,0.2393,false,0.2424,false,0.2425,false
LRCX,2025-05-05,0.1128,0.5337,0.0726,0.4466,false,0.4256,false,0.4451,false
LRCX,2025-08-04,0.0365,0.1541,0.0110,0.4466,false,0.4256,false,0.4451,false
LRCX,2025-11-04,0.0218,0.0902,-0.0228,0.4466,false,0.4256,false,0.4451,false
LRCX,2026-02-04,0.1208,0.5780,0.0035,0.4466,false,0.4256,false,0.4451,false
LULU,2025-06-04,-0.2474,-0.6791,0.0220,0.1220,false,0.0737,false,0.1479,false
LULU,2025-09-04,-0.1956,-0.5813,0.0375,0.1220,false,0.0737,false,0.1479,false
LULU,2025-12-05,0.0787,0.3541,-0.0013,0.1220,false,0.0737,false,0.1479,false
LULU,2026-03-07,-0.0580,-0.2127,-0.0732,0.1220,false,0.0737,false,0.1479,false
MA,2025-05-05,0.0306,0.1280,0.0726,0.1828,false,0.1577,false,0.2071,false
MA,2025-08-04,0.0066,0.0268,0.0110,0.1828,false,0.1577,false,0.2071,false
MA,2025-11-04,0.0101,0.0411,-0.0228,0.1828,false,0.1577,false,0.2071,false
MA,2026-02-04,-0.0290,-0.1111,0.0035,0.1828,false,0.1577,false,0.2071,false
MAS,2025-05-05,0.1198,0.5725,0.0726,0.1334,false,0.0977,false,0.1529,false
MAS,2025-08-04,-0.0036,-0.0144,0.0110,0.1334,false,0.0977,false,0.1529,false
MAS,2025-11-04,-0.0121,-0.0473,-0.0228,0.1334,false,0.0977,false,0.1529,false
MAS,2026-02-04,0.0710,0.3157,0.0035,0.1334,false,0.0977,false,0.1529,false
META,2025-05-05,0.0670,0.2962,0.0726,0.1237,false,0.1181,false,0.1196,false
META,2025-08-04,-0.0135,-0.0530,0.0110,0.1237,false,0.1181,false,0.1196,false
META,2025-11-04,-0.0004,-0.0015,-0.0228,0.1237,false,0.1181,false,0.1196,false
META,2026-02-04,-0.0004,-0.0018,0.0035,0.1237,false,0.1181,false,0.1196,false
MNST,2025-05-05,0.0074,0.0299,0.0726,0.1522,false,0.0959,false,0.1855,false
MNST,2025-08-04,0.0548,0.2381,0.0110,0.1522,false,0.0959,false,0.1855,false
MNST,2025-11-04,0.0754,0.3373,-0.0228,0.1522,false,0.0959,false,0.1855,false
MNST,2026-02-04,-0.0080,-0.0315,0.0035,0.1522,false,0.0959,false,0.1855,false
MPWR,2023-02-08,0.0200,0.0824,-0.0355,0.3000,false,0.3374,false,0.2739,false
MPWR,2023-05-03,0.0100,0.0406,0.0506,0.3000,false,0.3374,false,0.2739,false
MPWR,2023-08-02,0.0000,0.0000,-0.0294,0.3000,false,0.3374,false,0.2739,false
MPWR,2023-11-01,0.0100,0.0406,0.0883,0.3000,false,0.3374,false,0.2739,false
MPWR,2024-02-07,0.0200,0.0824,0.0130,0.3000,false,0.3374,false,0.2739,false
MPWR,2024-05-01,0.0000,0.0000,0.0813,0.3000,false,0.3374,false,0.2739,false
MPWR,2024-08-07,-0.0200,-0.0776,0.0966,0.3000,false,0.3374,false,0.2739,false
MPWR,2024-10-30,0.0100,0.0406,0.0143,0.3000,false,0.3374,false,0.2739,false
MPWR,2025-02-05,0.0100,0.0406,-0.0257,0.3000,false,0.3374,false,0.2739,false
MPWR,2025-04-30,0.0000,0.0000,0.0942,0.3000,false,0.3374,false,0.2739,false
MPWR,2025-08-06,-0.0100,-0.0394,0.0093,0.3000,false,0.3374,false,0.2739,false
MPWR,2025-10-29,0.0100,0.0406,-0.0621,0.3000,false,0.3374,false,0.2739,false
NEM,2023-02-23,-0.0100,-0.0394,0.0071,0.3633,false,0.4095,false,0.3249,false
NEM,2023-04-27,0.0000,0.0000,0.0336,0.3633,false,0.4095,false,0.3249,false
NEM,2023-07-20,0.0200,0.0824,-0.0235,0.3633,false,0.4095,false,0.3249,false
NEM,2023-10-26,-0.0300,-0.1147,0.1221,0.3633,false,0.4095,false,0.3249,false
NEM,2024-02-22,0.0400,0.1699,0.0050,0.3633,false,0.4095,false,0.3249,false
NEM,2024-04-25,0.0200,0.0824,0.0670,0.3633,false,0.4095,false,0.3249,false
NEM,2024-07-25,-0.0100,-0.0394,0.0097,0.3633,false,0.4095,false,0.3249,false
NEM,2024-10-24,0.0100,0.0406,0.0405,0.3633,false,0.4095,false,0.3249,false
NEM,2025-02-20,0.0300,0.1255,-0.1123,0.3633,false,0.4095,false,0.3249,false
NEM,2025-04-24,0.0100,0.0406,0.1098,0.3633,false,0.4095,false,0.3249,false
NEM,2025-07-24,0.0000,0.0000,0.0271,0.3633,false,0.4095,false,0.3249,false
NEM,2025-10-23,0.0200,0.0824,0.0172,0.3633,false,0.4095,false,0.3249,false
NFLX,2025-05-05,-0.0212,-0.0822,0.0726,0.1471,false,0.1046,false,0.1653,false
NFLX,2025-08-04,0.0404,0.1717,0.0110,0.1471,false,0.1046,false,0.1653,false
NFLX,2025-11-04,0.0398,0.1689,-0.0228,0.1471,false,0.1046,false,0.1653,false
NFLX,2026-02-04,-0.0067,-0.0267,0.0035,0.1471,false,0.1046,false,0.1653,false
NOW,2025-05-05,0.0384,0.1626,0.0726,0.0614,false,0.0374,false,0.0673,false
NOW,2025-08-04,-0.0722,-0.2590,0.0110,0.0614,false,0.0374,false,0.0673,false
NOW,2025-11-04,-0.0303,-0.1158,-0.0228,0.0614,false,0.0374,false,0.0673,false
NOW,2026-02-04,-0.0944,-0.3276,0.0035,0.0614,false,0.0374,false,0.0673,false
NTAP,2025-06-04,-0.0109,-0.0429,0.0220,0.0604,false,0.0221,false,0.0794,false
NTAP,2025-08-04,0.0257,0.1067,0.0110,0.0604,false,0.0221,false,0.0794,false
NTAP,2025-09-04,0.0527,0.2280,0.0375,0.0604,false,0.0221,false,0.0794,false
NTAP,2025-11-04,-0.0258,-0.0991,-0.0228,0.0604,false,0.0221,false,0.0794,false
NTAP,2025-12-05,-0.0137,-0.0538,-0.0013,0.0604,false,0.0221,false,0.0794,false
NTAP,2026-02-04,0.0534,0.2314,0.0035,0.0604,false,0.0221,false,0.0794,false
NTAP,2026-03-07,0.0162,0.0664,-0.0732,0.0604,false,0.0221,false,0.0794,false
NVDA,2023-02-22,0.1200,0.5735,0.0106,0.4177,false,0.3459,false,0.4603,false
NVDA,2023-05-24,0.0900,0.4116,0.0953,0.4177,false,0.3459,false,0.4603,false
NVDA,2023-08-23,0.0700,0.3108,0.0100,0.4177,false,0.3459,false,0.4603,false
NVDA,2023-11-21,0.1400,0.6890,0.0181,0.4177,false,0.3459,false,0.4603,false
