symbol,preselection_score,passed_filters,core_coverage,quality_score,valuation_score,revenue_cagr_3y,fcf_cagr_3y,roic,fcf_margin,debt_to_ebitda,asset_turnover,sector,industry,valuation_method,valuation_context,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_sales,enterprise_to_ebitda,enterprise_to_revenue,fcf_yield,missing_flags
NFLX,68.463883,false,5,47.521026,0.078571,0.126397,0.801384,0.358901,0.209394,0.480778,0.812688,COMMUNICATION SERVICES,"ENTERTAINMENT",enterprise_multiples,"industry:ENTERTAINMENT",405312569344,413874356224,37.766800,24.796864,8.970459,30.298000,9.160000,0.023343,""
XYZ,67.375016,false,5,40.424496,0.787692,0.113338,6.810920,0.118542,0.100219,2.625447,0.611726,TECHNOLOGY,"SOFTWARE - INFRASTRUCTURE",enterprise_multiples,"industry:SOFTWARE - INFRASTRUCTURE",36180377600,37410050048,28.352383,12.600205,1.495447,18.068000,1.546000,0.067016,""
DHI,67.366143,false,5,40.966143,0.533333,0.007612,0.994889,0.124103,0.095867,1.332693,0.965583,CONSUMER CYCLICAL,"RESIDENTIAL CONSTRUCTION",enterprise_multiples,"industry:RESIDENTIAL CONSTRUCTION",40244514816,43721293824,12.579618,11.226822,1.200458,9.790000,1.304000,0.081589,""
EME,67.082763,false,5,39.082763,0.666667,0.153200,0.383985,0.382697,0.070016,0.266792,1.828188,INDUSTRIALS,"ENGINEERING & CONSTRUCTION",enterprise_multiples,"industry:ENGINEERING & CONSTRUCTION",34001911808,33188335616,26.934397,24.058890,2.001711,18.808000,1.954000,0.034978,""
DASH,66.583485,false,5,45.148816,0.197907,0.277257,3.430239,0.080447,0.133119,2.235054,0.697747,CONSUMER CYCLICAL,"INTERNET RETAIL",enterprise_multiples,"sector:CONSUMER CYCLICAL",65381167104,63026118656,70.657270,19.694004,4.766433,51.746000,4.595000,0.027929,""
CTVA,66.358257,false,5,39.726678,0.552632,-0.001032,1.192750,0.084135,0.161772,0.675039,0.406138,BASIC MATERIALS,"AGRICULTURAL INPUTS",enterprise_multiples,"sector:BASIC MATERIALS",56364236800,55071236096,47.891426,20.721148,3.239138,14.496000,3.165000,0.049943,""
JBL,65.918711,false,5,37.258054,0.721721,-0.038029,0.639389,0.358756,0.039326,1.595261,1.607183,TECHNOLOGY,"ELECTRONIC COMPONENTS",enterprise_multiples,"sector:TECHNOLOGY",29051572224,31391760384,36.701756,18.671299,0.889325,13.206000,0.961000,0.040342,""
INCY,65.214330,false,5,33.214330,1.000000,0.148396,0.142276,0.491915,0.258621,0.028141,0.738899,HEALTHCARE,"BIOTECHNOLOGY",enterprise_multiples,"industry:BIOTECHNOLOGY",18767065088,15241381888,14.711390,10.903335,3.650298,10.586000,2.965000,0.070849,""
TTD,64.216602,true,5,26.216602,1.000000,0.224419,0.196709,0.175295,0.270332,0.618816,0.470700,COMMUNICATION SERVICES,"MEDIA",enterprise_multiples,"industry:MEDIA",9514438640,9595248640,24.362400,24.362400,3.728900,13.904000,3.313000,0.074838,""
LULU,64.174490,false,5,34.923811,0.770890,0.110347,0.411411,0.314791,0.083014,0.664405,1.312870,CONSUMER CYCLICAL,"APPAREL RETAIL",enterprise_multiples,"sector:CONSUMER CYCLICAL",18630178816,17689389056,11.976621,11.970699,1.678001,6.535000,1.593000,0.049472,""
EFX,62.848868,false,5,38.316621,0.642784,0.058485,1.045164,0.085390,0.186731,2.795291,0.512002,INDUSTRIALS,"CONSULTING SERVICES",enterprise_multiples,"sector:INDUSTRIALS",21673211904,26803007488,33.834274,17.350307,3.567900,14.344000,4.412000,0.052336,""
DIS,61.487574,false,5,36.643160,0.517857,0.045094,1.113760,0.073312,0.106720,2.342468,0.478067,COMMUNICATION SERVICES,"ENTERTAINMENT",enterprise_multiples,"industry:ENTERTAINMENT",171238244352,217551962112,14.220913,13.151765,1.789024,11.269000,2.273000,0.058848,""
GRMN,60.402020,false,5,31.602020,0.733333,0.142359,0.358200,0.225936,0.188104,0.079830,0.659063,TECHNOLOGY,"SCIENTIFIC & TECHNICAL INSTRUMENTS",enterprise_multiples,"industry:SCIENTIFIC & TECHNICAL INSTRUMENTS",45727674368,42115616768,27.688812,23.358965,6.311166,20.397000,5.813000,0.029805,""
ADBE,60.200476,false,5,30.600476,0.800000,0.105223,0.100295,0.555991,0.414489,0.698026,0.805800,TECHNOLOGY,"TECHNOLOGY",enterprise_multiples,"industry:TECHNOLOGY",97561754000,97332756480,13.631100,13.780200,4.018000,10.228000,3.980000,0.100131,""
MPWR,59.754848,false,5,38.093310,0.138462,0.158615,0.522787,0.240980,0.237689,0.025567,0.665314,TECHNOLOGY,"SEMICONDUCTORS",enterprise_multiples,"industry:SEMICONDUCTORS",54988091392,53755650048,86.783720,43.316140,19.705751,68.816000,19.264000,0.012062,""
DXCM,59.150030,false,5,34.650030,0.375000,0.170136,0.523379,0.217608,0.231060,1.194311,0.735343,HEALTHCARE,"MEDICAL DEVICES",enterprise_multiples,"industry:MEDICAL DEVICES",24325312512,23567212544,29.842106,20.869652,5.217784,20.254000,5.055000,0.044283,""
IDXX,58.945102,false,5,38.645102,0.025000,0.085223,0.395328,0.453084,0.242484,0.648454,1.284396,HEALTHCARE,"DIAGNOSTICS & RESEARCH",enterprise_multiples,"industry:DIAGNOSTICS & RESEARCH",44960501760,45756944384,43.136740,34.384003,10.446937,30.399000,10.632000,0.023211,""
CBOE,58.303996,false,5,29.375425,0.744048,0.059967,0.416788,0.235545,0.356710,0.972013,0.506615,FINANCIAL SERVICES,"FINANCIAL DATA & STOCK EXCHANGES",financial_multiples,"industry:FINANCIAL DATA & STOCK EXCHANGES",29337309184,28792848384,26.873442,21.988910,6.223179,17.629000,6.108000,0.057320,""
COR,58.216831,false,5,28.616831,0.800000,0.104340,0.132714,0.567432,0.009981,1.531530,4.195487,HEALTHCARE,"MEDICAL DISTRIBUTION",enterprise_multiples,"industry:MEDICAL DISTRIBUTION",61794619392,70134341632,38.180290,16.176697,0.189683,14.136000,0.215000,0.051900,""
UHS,56.783853,false,5,25.907628,0.906352,0.090257,0.465412,0.124135,0.047484,1.977414,1.118321,HEALTHCARE,"MEDICAL CARE FACILITIES",enterprise_multiples,"sector:HEALTHCARE",10869756928,16032078848,7.699697,6.957067,0.625964,6.136000,0.923000,0.075857,""
MNST,56.328184,false,5,35.528184,0.066667,0.095368,0.421556,0.301159,0.233972,0.000000,0.830352,CONSUMER DEFENSIVE,"BEVERAGES - NON-ALCOHOLIC",enterprise_multiples,"industry:BEVERAGES - NON-ALCOHOLIC",71188758528,68489568256,37.510307,28.534456,8.582809,25.762000,8.257000,0.027261,""
AOS,56.306656,false,5,26.232996,0.839472,0.006730,0.193578,0.296541,0.142551,0.236256,1.218700,INDUSTRIALS,"BUILDING",enterprise_multiples,"sector:INDUSTRIALS",7316749160,9010608128,13.513100,13.513100,1.927000,11.082000,2.353000,0.060667,""
TKO,56.142464,false,5,34.814512,0.450000,0.607401,0.332914,0.105196,0.244717,3.018012,0.305600,COMMUNICATION SERVICES,"MEDIA",enterprise_multiples,"industry:MEDIA",39145295812,24421324800,88.969030,53.764477,9.021000,17.750000,5.157000,0.073021,""
JBHT,55.830068,false,5,32.430068,0.283333,-0.067837,0.589215,0.129969,0.078971,0.928438,1.513670,INDUSTRIALS,"INTEGRATED FREIGHT & LOGISTICS",enterprise_multiples,"industry:INTEGRATED FREIGHT & LOGISTICS",20323403776,21895507968,34.875816,24.296787,1.693745,13.859000,1.825000,0.046625,""
AVGO,55.807629,true,5,22.976860,0.569231,0.243784,0.181654,0.158152,0.421275,1.869039,0.373407,TECHNOLOGY,"SEMICONDUCTORS",enterprise_multiples,"industry:SEMICONDUCTORS",1486341799936,158223384576,60.990273,17.572733,21.767696,4.251000,2.317000,0.018108,""
PHM,55.797567,false,5,28.597567,0.600000,0.026554,0.465268,0.170637,0.101001,0.743000,0.959195,CONSUMER CYCLICAL,"RESIDENTIAL CONSTRUCTION",enterprise_multiples,"industry:RESIDENTIAL CONSTRUCTION",22509385728,22946547712,10.544555,10.372562,1.300222,7.194000,1.325000,0.077680,""
QCOM,55.703705,false,5,25.180629,0.876923,0.000633,0.233306,0.321056,0.289495,1.058231,0.883154,TECHNOLOGY,"SEMICONDUCTORS",enterprise_multiples,"industry:SEMICONDUCTORS",135940784128,138802757632,25.661290,11.477669,3.029861,10.084000,3.094000,0.094306,""
LII,55.644830,false,5,31.444830,0.350000,0.032615,0.469757,0.293484,0.122957,1.519001,1.272796,INDUSTRIALS,"BUILDING PRODUCTS & EQUIPMENT",enterprise_multiples,"industry:BUILDING PRODUCTS & EQUIPMENT",16303233024,17913784320,20.396664,17.471758,3.138073,15.512000,3.448000,0.039182,""
LRCX,55.240926,false,5,32.840926,0.200000,0.022858,0.284660,0.666833,0.293675,0.713270,0.863685,TECHNOLOGY,"SEMICONDUCTOR EQUIPMENT & MATERIALS",enterprise_multiples,"industry:SEMICONDUCTOR EQUIPMENT & MATERIALS",278851190784,275542966272,45.587270,32.159237,13.562450,37.522000,13.402000,0.019416,""
FFIV,54.979850,false,5,27.749081,0.602564,0.046319,0.303759,0.270274,0.293518,0.296200,0.488658,TECHNOLOGY,"SOFTWARE - INFRASTRUCTURE",enterprise_multiples,"industry:SOFTWARE - INFRASTRUCTURE",16796198912,15777906688,24.454094,17.606146,5.342221,17.858000,5.018000,0.053965,""
META,54.336299,false,5,30.171872,0.347036,0.198938,0.337084,0.220869,0.229437,0.823391,0.549056,COMMUNICATION SERVICES,"INTERNET CONTENT & INFORMATION",enterprise_multiples,"sector:COMMUNICATION SERVICES",1465194381312,1468683386880,24.637600,16.143534,7.290758,14.414000,7.308000,0.031470,""
DG,53.803884,false,5,33.950006,0.933333,0.041253,0.780555,0.073460,0.056018,4.836530,1.379820,CONSUMER DEFENSIVE,"DISCOUNT STORES",enterprise_multiples,"industry:DISCOUNT STORES",25803917312,40384073728,17.105110,14.686528,0.603963,12.211000,0.945000,0.092751,""
BSX,53.405863,false,5,27.973760,0.500000,0.165419,0.550057,0.100621,0.169573,2.141974,0.459643,HEALTHCARE,"MEDICAL DEVICES",enterprise_multiples,"industry:MEDICAL DEVICES",92142854144,102246899712,31.958761,15.862904,4.590159,19.151000,5.093000,0.036943,""
MA,53.201670,false,5,32.201670,0.083333,0.138220,0.176234,0.972242,0.501144,0.919785,0.605480,FINANCIAL SERVICES,"CREDIT SERVICES",financial_multiples,"industry:CREDIT SERVICES",438766993408,447403524096,29.724907,21.693703,13.380714,21.778000,13.644000,0.037453,""
APTV,53.086494,false,5,25.449792,0.866667,0.052626,0.539564,0.103135,0.074958,2.690824,0.871225,CONSUMER CYCLICAL,"AUTO PARTS",enterprise_multiples,"industry:AUTO PARTS",13233945600,19744548864,82.786670,6.730478,0.648786,6.190000,0.968000,0.115536,""
CL,53.024319,false,5,28.224319,0.400000,0.042935,0.250136,0.427423,0.178295,1.758997,1.248132,CONSUMER DEFENSIVE,"HOUSEHOLD & PERSONAL PRODUCTS",enterprise_multiples,"industry:HOUSEHOLD & PERSONAL PRODUCTS",68524605440,75930214400,32.475285,20.651487,3.362016,15.598000,3.725000,0.053032,""
WSM,52.650056,false,5,26.858653,0.482617,-0.034517,0.147400,0.421022,0.135196,0.884489,1.442525,CONSUMER CYCLICAL,"SPECIALTY RETAIL",enterprise_multiples,"sector:CONSUMER CYCLICAL",21466923008,22137300992,20.403845,17.794601,2.749767,13.427000,2.836000,0.049166,""
CRM,52.517900,false,5,22.185779,0.861010,0.098200,0.316424,0.101460,0.346827,1.368824,0.369752,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",174506885120,180045512704,23.876923,12.508622,4.202454,14.349000,4.336000,0.082530,""
ACN,52.508390,false,5,21.708390,0.900000,0.041937,0.072162,0.296332,0.156077,0.670212,1.065400,TECHNOLOGY,"TECHNOLOGY",enterprise_multiples,"industry:TECHNOLOGY",120982819340,121488982016,15.788200,15.726200,1.674600,9.540000,1.685000,0.089665,""
TT,52.337274,false,5,28.848977,0.290691,0.100636,0.323695,0.280436,0.131860,1.062481,0.995400,INDUSTRIALS,"BUILDING",enterprise_multiples,"sector:INDUSTRIALS",94761082480,95936061440,31.603500,31.603500,4.326000,22.772000,4.499000,0.029615,""
IVZ,52.312344,false,5,22.372950,0.828283,0.017768,0.413447,-0.027431,0.225965,-18.126158,0.235369,FINANCIAL SERVICES,"ASSET MANAGEMENT",financial_multiples,"industry:ASSET MANAGEMENT",10790146048,15268846592,,8.034994,1.692015,11.929000,2.394000,0.133548,""
COST,52.295644,false,5,31.495644,0.066667,0.066404,0.308135,0.335557,0.028474,0.638067,3.569891,CONSUMER DEFENSIVE,"DISCOUNT STORES",enterprise_multiples,"industry:DISCOUNT STORES",442342506496,432221388800,51.823193,44.407684,1.545220,32.112000,1.510000,0.017717,""
ISRG,52.165700,false,5,31.822842,0.028571,0.173867,0.374859,0.177064,0.247469,0.000000,0.491952,HEALTHCARE,"MEDICAL INSTRUMENTS & SUPPLIES",enterprise_multiples,"industry:MEDICAL INSTRUMENTS & SUPPLIES",164958568448,159293931520,58.940357,40.608078,16.389814,44.771000,15.827000,0.015099,""
APH,52.103908,false,5,28.641795,0.371340,0.223066,0.347140,0.258130,0.189572,2.248492,0.637325,TECHNOLOGY,"ELECTRONIC COMPONENTS",enterprise_multiples,"sector:TECHNOLOGY",156970745856,161700839424,38.233532,24.739431,6.796830,23.197000,7.002000,0.027891,""
HAS,52.058459,false,5,28.082313,0.558277,-0.070631,0.517894,0.273340,0.147810,2.680794,0.846776,CONSUMER CYCLICAL,"LEISURE",enterprise_multiples,"sector:CONSUMER CYCLICAL",12574492672,15116192768,,14.280122,2.674684,12.596000,3.215000,0.055263,""
ADP,52.048224,false,5,22.518527,0.794141,0.076137,0.199367,0.349108,0.213643,1.512337,0.385257,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",81407442944,83097460736,19.353848,16.818182,3.837385,13.428000,3.917000,0.053959,""
EPAM,51.865991,false,5,22.265991,0.800000,0.041908,0.170073,0.153847,0.112275,0.209455,1.113200,TECHNOLOGY,"INFORMATION TECHNOLOGY SERVICES",enterprise_multiples,"industry:INFORMATION TECHNOLOGY SERVICES",7464382464,6163601408,20.107143,9.700283,1.367841,8.715000,1.129000,0.082082,""
PNR,51.759662,false,5,21.199662,0.880000,0.004364,0.389460,0.144435,0.178640,1.684055,0.607966,INDUSTRIALS,"SPECIALTY INDUSTRIAL MACHINERY",enterprise_multiples,"industry:SPECIALTY INDUSTRIAL MACHINERY",14162330624,15883962368,22.076336,14.878202,3.391363,14.558000,3.804000,0.052675,""
CMI,51.660796,false,5,22.220796,0.786667,0.062461,0.316375,0.163689,0.070864,1.632596,0.990527,INDUSTRIALS,"SPECIALTY INDUSTRIAL MACHINERY",enterprise_multiples,"industry:SPECIALTY INDUSTRIAL MACHINERY",76003442688,79899779072,26.833660,17.482994,2.257304,15.395000,2.373000,0.031393,""
XYL,51.254930,false,5,23.734930,0.626667,0.178358,0.328627,0.088481,0.100719,1.085218,0.512362,INDUSTRIALS,"SPECIALTY INDUSTRIAL MACHINERY",enterprise_multiples,"industry:SPECIALTY INDUSTRIAL MACHINERY",29779959808,31044960256,31.244898,20.119753,3.296066,16.391000,3.436000,0.030557,""
ROP,50.915990,false,5,26.137524,0.726061,0.137317,0.541986,0.061345,0.308206,2.983565,0.228548,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",38304931840,45659029504,25.078930,15.251331,4.847192,14.571000,5.778000,0.063585,""
PANW,50.663812,false,5,27.856120,0.233974,0.187883,0.246418,0.149932,0.376273,0.213201,0.391136,TECHNOLOGY,"SOFTWARE - INFRASTRUCTURE",enterprise_multiples,"industry:SOFTWARE - INFRASTRUCTURE",131106717696,126744117248,89.261116,40.486534,13.251803,,12.811000,0.026465,""
BKR,50.538435,false,5,25.509863,0.419048,0.094429,0.413146,0.152975,0.091479,1.282824,0.678384,ENERGY,"OIL & GAS EQUIPMENT & SERVICES",enterprise_multiples,"sector:ENERGY",59842641920,62743777280,23.207693,20.805964,2.157814,13.364000,2.262000,0.042395,""
BBY,50.435465,false,5,18.819854,0.967968,-0.034335,0.120592,0.248171,0.030174,1.601317,2.841922,CONSUMER CYCLICAL,"SPECIALTY RETAIL",enterprise_multiples,"sector:CONSUMER CYCLICAL",13475202048,15668027392,12.759920,9.115339,0.323216,6.022000,0.376000,0.093357,""
SCHW,50.357194,false,3,35.357194,0.583333,0.048343,1.005739,,0.366331,,0.048719,FINANCIAL SERVICES,"CAPITAL MARKETS",financial_multiples,"industry:CAPITAL MARKETS",164117889024,128674152448,19.862366,13.587488,6.860829,,5.379000,0.053395,"roic|debt_to_ebitda"
NTAP,50.280263,false,5,21.193504,0.788205,0.013225,0.107490,0.683426,0.203591,2.092926,0.607225,TECHNOLOGY,"SOFTWARE - INFRASTRUCTURE",enterprise_multiples,"industry:SOFTWARE - INFRASTRUCTURE",20210077696,19923658752,17.120806,11.988839,3.012383,11.378000,2.970000,0.066205,""
HPQ,50.037853,false,5,19.625518,1.000000,-0.042096,-0.088555,0.501833,0.050637,2.396916,1.323829,TECHNOLOGY,"COMPUTER HARDWARE",enterprise_multiples,"industry:COMPUTER HARDWARE",17395806208,25352509440,7.178031,6.368956,0.309374,5.688000,0.451000,0.160958,""
NOW,49.955056,false,5,27.222935,0.227677,0.223765,0.277739,0.121119,0.341392,0.937939,0.509947,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",109777076224,104944836608,62.299404,20.733236,8.267591,38.329000,7.904000,0.041293,""
EXPE,49.787243,false,5,21.200358,0.750000,0.080880,0.038347,0.773987,0.211091,2.103279,0.602527,CONSUMER CYCLICAL,"TRAVEL SERVICES",enterprise_multiples,"industry:TRAVEL SERVICES",27897513984,30309076992,23.207950,9.917008,1.893539,13.172000,2.057000,0.111479,""
MAS,49.785039,false,5,21.964197,0.750000,-0.044922,0.120243,0.397678,0.114520,2.294789,1.453951,INDUSTRIALS,"BUILDING PRODUCTS & EQUIPMENT",enterprise_multiples,"industry:BUILDING PRODUCTS & EQUIPMENT",12356914176,15185913856,15.722798,13.119637,1.634080,10.740000,2.008000,0.070082,""
HWM,49.561247,false,5,28.470338,0.090909,0.133716,0.383828,0.221547,0.173413,1.339867,0.738170,INDUSTRIALS,"AEROSPACE & DEFENSE",enterprise_multiples,"industry:AEROSPACE & DEFENSE",96213598208,98311708672,64.431270,43.412247,11.659428,41.169000,11.914000,0.014873,""
EXPD,49.530827,false,5,24.930827,0.383333,-0.134473,-0.224326,0.484504,0.086132,0.514362,2.261918,INDUSTRIALS,"INTEGRATED FREIGHT & LOGISTICS",enterprise_multiples,"industry:INTEGRATED FREIGHT & LOGISTICS",19265914880,18524680192,24.294613,22.290081,1.740528,16.699000,1.674000,0.049486,""
AMAT,49.406984,false,5,20.606984,0.733333,0.032335,0.073028,0.316201,0.200860,0.791690,0.781509,TECHNOLOGY,"SEMICONDUCTOR EQUIPMENT & MATERIALS",enterprise_multiples,"industry:SEMICONDUCTOR EQUIPMENT & MATERIALS",280779161600,269926924288,36.324436,25.559723,9.951767,30.366000,9.567000,0.020294,""
PTC,49.209331,false,5,23.621452,0.465657,0.123154,0.279084,0.159312,0.312748,1.208588,0.413957,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",16959326208,18127079424,20.958824,17.228416,5.929994,14.784000,6.338000,0.050514,""
